"","entry.name","protein.description","peptides.rep1","peptides.rep2","psms.rep1","psms.rep2","phenodisco.input","phenodisco.output","curated.phenodisco.output","markers","svm.classification","svm.score","svm.top.quartile","final.assignment","first.evidence","curated.organelles","cytoskeletal.components","trafficking.proteins","protein.complexes","signalling.cascades","oct4.interactome","nanog.interactome","sox2.interactome","cell.surface.proteins","markers2015"
"Q91VR2","ATPG_MOUSE","ATP synthase subunit gamma, mitochondrial OS=Mus musculus GN=Atp5c1 PE=1 SV=1 - [ATPG_MOUSE]",11,12,26,28,"Mitochondrion","Mitochondrion","Mitochondrion","Mitochondrion","Mitochondrion",1,"Mitochondrion","Mitochondrion","N","unknown","unknown","unknown","ATP synthase","unknown","unknown","unknown","unknown","unknown","Mitochondrion"
"P17439","GLCM_MOUSE","Glucosylceramidase OS=Mus musculus GN=Gba PE=1 SV=1 - [GLCM_MOUSE]",11,10,25,16,"unknown","Phenotype 3","Lysosome","Lysosome","Lysosome",1,"Lysosome","Lysosome","N","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","Lysosome"
"Q922P9","GLYR1_MOUSE","Putative oxidoreductase GLYR1 OS=Mus musculus GN=Glyr1 PE=2 SV=1 - [GLYR1_MOUSE]",11,10,25,14,"unknown","unknown","unknown","unknown","Nucleus - Chromatin",0.907,"Nucleus - Chromatin","Nucleus - Chromatin","N","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown"
"P14602","HSPB1_MOUSE","Heat shock protein beta-1 OS=Mus musculus GN=Hspb1 PE=1 SV=3 - [HSPB1_MOUSE]",11,12,24,25,"unknown","unknown","unknown","unknown","Cytosol",0.739,"unknown","Cytosol","N","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown"
"P17918","PCNA_MOUSE","Proliferating cell nuclear antigen OS=Mus musculus GN=Pcna PE=1 SV=2 - [PCNA_MOUSE]",11,12,24,33,"unknown","unknown","unknown","unknown","Proteasome",0.287,"unknown","unknown","N","unknown","unknown","Pcna","unknown","unknown","unknown","unknown","unknown","unknown","unknown"
"P61089","UBE2N_MOUSE","Ubiquitin-conjugating enzyme E2 N OS=Mus musculus GN=Ube2n PE=1 SV=1 - [UBE2N_MOUSE]",11,8,24,20,"unknown","unknown","unknown","unknown","Cytosol",0.847,"Cytosol","Cytosol","N","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown"
"Q8BH95","ECHM_MOUSE","Enoyl-CoA hydratase, mitochondrial OS=Mus musculus GN=Echs1 PE=1 SV=1 - [ECHM_MOUSE]",11,15,24,26,"Mitochondrion","Mitochondrion","Mitochondrion","Mitochondrion","Mitochondrion",1,"Mitochondrion","Mitochondrion","N","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","Mitochondrion"
"Q8BP40","PPA6_MOUSE","Lysophosphatidic acid phosphatase type 6 OS=Mus musculus GN=Acp6 PE=2 SV=1 - [PPA6_MOUSE]",11,15,24,29,"unknown","Mitochondrion","unknown","Mitochondrion","Mitochondrion",1,"Mitochondrion","Mitochondrion","N","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","Mitochondrion"
"Q8VH51-2","RBM39_MOUSE","Isoform 2 of RNA-binding protein 39 OS=Mus musculus GN=Rbm39 - [RBM39_MOUSE]",11,11,24,21,"unknown","unknown","unknown","unknown","Nucleus - Non-chromatin",0.902,"Nucleus - Non-chromatin","Nucleus - Non-chromatin","N","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown"
"Q9CQE8","CN166_MOUSE","UPF0568 protein C14orf166 homolog OS=Mus musculus PE=2 SV=1 - [CN166_MOUSE]",11,11,24,21,"unknown","40S Ribosome","unknown","unknown","40S Ribosome",0.592,"unknown","unknown","N","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown"
"P13595-2;P13595","NCAM1_MOUSE","Isoform 2 of Neural cell adhesion molecule 1 OS=Mus musculus GN=Ncam1 - [NCAM1_MOUSE]|Neural cell adhesion molecule 1 OS=Mus musculus GN=Ncam1 PE=1 SV=3 - [NCAM1_MOUSE]",11,8,23,14,"unknown","Plasma membrane","unknown","unknown","Plasma membrane",0.805,"unknown","Plasma membrane","N","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown"
"P19253","RL13A_MOUSE","60S ribosomal protein L13a OS=Mus musculus GN=Rpl13a PE=1 SV=4 - [RL13A_MOUSE]",11,9,23,32,"60S Ribosome","60S Ribosome","60S Ribosome","60S Ribosome","60S Ribosome",1,"60S Ribosome","60S Ribosome","N","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","60S Ribosome"
"Q8BFP9","PDK1_MOUSE","[Pyruvate dehydrogenase [lipoamide]] kinase isozyme 1, mitochondrial OS=Mus musculus GN=Pdk1 PE=2 SV=2 - [PDK1_MOUSE]",11,18,23,27,"Mitochondrion","Mitochondrion","Mitochondrion","Mitochondrion","Mitochondrion",1,"Mitochondrion","Mitochondrion","N","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","High Confidence","Mitochondrion"
"Q9QYB1","CLIC4_MOUSE","Chloride intracellular channel protein 4 OS=Mus musculus GN=Clic4 PE=1 SV=3 - [CLIC4_MOUSE]",11,12,23,23,"unknown","unknown","unknown","unknown","Plasma membrane",0.779,"unknown","Plasma membrane","N","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown"
"P05480","SRC_MOUSE","Neuronal proto-oncogene tyrosine-protein kinase Src OS=Mus musculus GN=Src PE=1 SV=4 - [SRC_MOUSE]",11,11,22,24,"unknown","Plasma membrane","unknown","unknown","Plasma membrane",0.812,"unknown","Plasma membrane","N","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown"
"P08752","GNAI2_MOUSE","Guanine nucleotide-binding protein G(i) subunit alpha-2 OS=Mus musculus GN=Gnai2 PE=1 SV=5 - [GNAI2_MOUSE]",11,11,22,27,"unknown","Plasma membrane","unknown","unknown","Plasma membrane",0.876,"Plasma membrane","Plasma membrane","N","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown"
"P60843","IF4A1_MOUSE","Eukaryotic initiation factor 4A-I OS=Mus musculus GN=Eif4a1 PE=2 SV=1 - [IF4A1_MOUSE]",11,13,22,36,"unknown","unknown","unknown","unknown","Proteasome",0.543,"unknown","unknown","Y","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown"
"Q3THS6","METK2_MOUSE","S-adenosylmethionine synthase isoform type-2 OS=Mus musculus GN=Mat2a PE=2 SV=2 - [METK2_MOUSE]",11,8,22,16,"unknown","Proteasome","unknown","unknown","Proteasome",0.725,"Proteasome","unknown","Y","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown"
"Q99MN9","PCCB_MOUSE","Propionyl-CoA carboxylase beta chain, mitochondrial OS=Mus musculus GN=Pccb PE=1 SV=2 - [PCCB_MOUSE]",11,14,22,17,"Mitochondrion","Mitochondrion","Mitochondrion","Mitochondrion","Mitochondrion",1,"Mitochondrion","Mitochondrion","N","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","Mitochondrion"
"P62717","RL18A_MOUSE","60S ribosomal protein L18a OS=Mus musculus GN=Rpl18a PE=1 SV=1 - [RL18A_MOUSE]",11,10,21,22,"60S Ribosome","60S Ribosome","60S Ribosome","60S Ribosome","60S Ribosome",1,"60S Ribosome","60S Ribosome","N","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","60S Ribosome"
"P97390","VPS45_MOUSE","Vacuolar protein sorting-associated protein 45 OS=Mus musculus GN=Vps45 PE=1 SV=1 - [VPS45_MOUSE]",11,18,21,24,"unknown","Phenotype 3","unknown","unknown","Endosome",0.399,"unknown","unknown","N","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown"
"Q6NZB0","DNJC8_MOUSE","DnaJ homolog subfamily C member 8 OS=Mus musculus GN=Dnajc8 PE=2 SV=2 - [DNJC8_MOUSE]",11,6,21,8,"unknown","unknown","unknown","unknown","Nucleus - Non-chromatin",0.333,"unknown","unknown","Y","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown"
"Q8R2M2","TDIF2_MOUSE","Deoxynucleotidyltransferase terminal-interacting protein 2 OS=Mus musculus GN=Dnttip2 PE=1 SV=1 - [TDIF2_MOUSE]",11,18,21,23,"unknown","Phenotype 2","Nucleus - Non-chromatin","Nucleus - Non-chromatin","Nucleus - Non-chromatin",1,"Nucleus - Non-chromatin","Nucleus - Non-chromatin","N","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","Nucleus - Non-chromatin"
"Q8R4N0","CLYBL_MOUSE","Citrate lyase subunit beta-like protein, mitochondrial OS=Mus musculus GN=Clybl PE=2 SV=2 - [CLYBL_MOUSE]",11,13,21,25,"Mitochondrion","Mitochondrion","Mitochondrion","Mitochondrion","Mitochondrion",1,"Mitochondrion","Mitochondrion","N","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","Mitochondrion"
"Q9CRA5","GOLP3_MOUSE","Golgi phosphoprotein 3 OS=Mus musculus GN=Golph3 PE=2 SV=1 - [GOLP3_MOUSE]",11,7,21,17,"unknown","unknown","unknown","unknown","Endoplasmic reticulum/Golgi apparatus",0.781,"unknown","Endoplasmic reticulum/Golgi apparatus","N","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown"
"Q9DCT2","NDUS3_MOUSE","NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial OS=Mus musculus GN=Ndufs3 PE=1 SV=2 - [NDUS3_MOUSE]",11,8,21,18,"Mitochondrion","Mitochondrion","Mitochondrion","Mitochondrion","Mitochondrion",1,"Mitochondrion","Mitochondrion","N","unknown","unknown","unknown","NADH dehydrogenase","unknown","unknown","unknown","unknown","unknown","Mitochondrion"
"P42125","ECI1_MOUSE","Enoyl-CoA delta isomerase 1, mitochondrial OS=Mus musculus GN=Eci1 PE=2 SV=2 - [ECI1_MOUSE]",11,10,20,20,"Mitochondrion","Mitochondrion","Mitochondrion","Mitochondrion","Mitochondrion",1,"Mitochondrion","Mitochondrion","N","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","Mitochondrion"
"P58742","AAAS_MOUSE","Aladin OS=Mus musculus GN=Aaas PE=1 SV=1 - [AAAS_MOUSE]",11,8,20,12,"unknown","unknown","unknown","unknown","Endoplasmic reticulum/Golgi apparatus",0.577,"unknown","unknown","N","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown"
"P62334","PRS10_MOUSE","26S protease regulatory subunit 10B OS=Mus musculus GN=Psmc6 PE=1 SV=1 - [PRS10_MOUSE]",11,10,20,20,"Proteasome","Proteasome","Proteasome","Proteasome","Proteasome",1,"Proteasome","Proteasome","N","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","Proteasome"
"P63037","DNJA1_MOUSE","DnaJ homolog subfamily A member 1 OS=Mus musculus GN=Dnaja1 PE=1 SV=1 - [DNJA1_MOUSE]",11,10,20,22,"unknown","unknown","unknown","unknown","60S Ribosome",0.598,"60S Ribosome","unknown","Y","unknown","unknown","unknown","unknown","unknown","unknown","Prey","unknown","unknown","unknown"
"Q8QZT1","THIL_MOUSE","Acetyl-CoA acetyltransferase, mitochondrial OS=Mus musculus GN=Acat1 PE=1 SV=1 - [THIL_MOUSE]",11,12,20,19,"Mitochondrion","Mitochondrion","Mitochondrion","Mitochondrion","Mitochondrion",1,"Mitochondrion","Mitochondrion","N","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","Mitochondrion"
"Q9CZU4","ERAL1_MOUSE","GTPase Era, mitochondrial OS=Mus musculus GN=Eral1 PE=2 SV=1 - [ERAL1_MOUSE]",11,10,20,17,"Mitochondrion","Mitochondrion","Mitochondrion","Mitochondrion","Mitochondrion",1,"Mitochondrion","Mitochondrion","N","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","Mitochondrion"
"Q9DC29","ABCB6_MOUSE","ATP-binding cassette sub-family B member 6, mitochondrial OS=Mus musculus GN=Abcb6 PE=1 SV=1 - [ABCB6_MOUSE]",11,11,20,15,"unknown","Phenotype 3","unknown","unknown","Lysosome",0.845,"Lysosome","Lysosome","N","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown"
"O88544","CSN4_MOUSE","COP9 signalosome complex subunit 4 OS=Mus musculus GN=Cops4 PE=1 SV=1 - [CSN4_MOUSE]",11,13,19,15,"unknown","unknown","unknown","unknown","Proteasome",0.641,"Proteasome","unknown","N","unknown","unknown","unknown","COP9 signalosome","unknown","unknown","unknown","unknown","unknown","unknown"
"Q6ZWX6","IF2A_MOUSE","Eukaryotic translation initiation factor 2 subunit 1 OS=Mus musculus GN=Eif2s1 PE=1 SV=3 - [IF2A_MOUSE]",11,13,19,26,"unknown","unknown","unknown","unknown","40S Ribosome",0.18,"unknown","unknown","N","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown"
"Q8BH24","TM9S4_MOUSE","Transmembrane 9 superfamily member 4 OS=Mus musculus GN=Tm9sf4 PE=2 SV=1 - [TM9S4_MOUSE]",11,9,19,16,"unknown","unknown","unknown","unknown","Extracellular matrix",0.46,"unknown","unknown","Y","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown"
"P11679","K2C8_MOUSE","Keratin, type II cytoskeletal 8 OS=Mus musculus GN=Krt8 PE=1 SV=4 - [K2C8_MOUSE]",11,10,18,11,"unknown","unknown","unknown","unknown","Nucleus - Chromatin",0.366,"unknown","unknown","N","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown"
"P52479-2","UBP10_MOUSE","Isoform 2 of Ubiquitin carboxyl-terminal hydrolase 10 OS=Mus musculus GN=Usp10 - [UBP10_MOUSE]",11,12,18,19,"unknown","Phenotype 10","unknown","unknown","40S Ribosome",0.209,"unknown","unknown","N","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown"
"P61027","RAB10_MOUSE","Ras-related protein Rab-10 OS=Mus musculus GN=Rab10 PE=1 SV=1 - [RAB10_MOUSE]",11,9,18,19,"unknown","unknown","unknown","unknown","Endosome",0.381,"unknown","unknown","N","unknown","unknown","Rab proteins","Rab proteins","unknown","unknown","unknown","unknown","unknown","unknown"
"Q5F2E7","NUFP2_MOUSE","Nuclear fragile X mental retardation-interacting protein 2 OS=Mus musculus GN=Nufip2 PE=1 SV=1 - [NUFP2_MOUSE]",11,16,18,21,"unknown","Phenotype 10","unknown","unknown","40S Ribosome",0.525,"unknown","unknown","N","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown"
"Q61166","MARE1_MOUSE","Microtubule-associated protein RP/EB family member 1 OS=Mus musculus GN=Mapre1 PE=1 SV=3 - [MARE1_MOUSE]",11,6,18,10,"unknown","60S Ribosome","unknown","unknown","60S Ribosome",0.245,"unknown","unknown","N","unknown","Microtubules","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown"
"Q8BG60-2","TXNIP_MOUSE","Isoform 2 of Thioredoxin-interacting protein OS=Mus musculus GN=Txnip - [TXNIP_MOUSE]",11,14,18,29,"unknown","Plasma membrane","unknown","unknown","Plasma membrane",0.872,"Plasma membrane","Plasma membrane","N","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown"
"Q8BHL3","TB10B_MOUSE","TBC1 domain family member 10B OS=Mus musculus GN=Tbc1d10b PE=1 SV=2 - [TB10B_MOUSE]",11,12,18,16,"unknown","unknown","unknown","unknown","Plasma membrane",0.756,"unknown","Plasma membrane","Y","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown"
"Q9WUM3","COR1B_MOUSE","Coronin-1B OS=Mus musculus GN=Coro1b PE=1 SV=1 - [COR1B_MOUSE]",11,8,18,17,"unknown","Phenotype 9","Actin cytoskeleton","Actin cytoskeleton","Actin cytoskeleton",1,"Actin cytoskeleton","Actin cytoskeleton","N","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","Actin cytoskeleton"
"P97427","DPYL1_MOUSE","Dihydropyrimidinase-related protein 1 OS=Mus musculus GN=Crmp1 PE=1 SV=1 - [DPYL1_MOUSE]",11,14,17,24,"unknown","unknown","unknown","unknown","60S Ribosome",0.196,"unknown","unknown","N","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown"
"Q3TDN2","FAF2_MOUSE","FAS-associated factor 2 OS=Mus musculus GN=Faf2 PE=2 SV=2 - [FAF2_MOUSE]",11,12,17,17,"unknown","Endoplasmic reticulum/Golgi apparatus","unknown","unknown","Endoplasmic reticulum/Golgi apparatus",0.948,"Endoplasmic reticulum/Golgi apparatus","Endoplasmic reticulum/Golgi apparatus","N","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown"
"Q64516-1","GLPK_MOUSE","Isoform 1 of Glycerol kinase OS=Mus musculus GN=Gk - [GLPK_MOUSE]",11,19,17,26,"unknown","unknown","unknown","unknown","Mitochondrion",0.964,"unknown","Mitochondrion","N","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown"
"Q8BGD9","IF4B_MOUSE","Eukaryotic translation initiation factor 4B OS=Mus musculus GN=Eif4b PE=1 SV=1 - [IF4B_MOUSE]",11,12,17,19,"unknown","unknown","unknown","unknown","Proteasome",0.382,"unknown","unknown","Y","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown"
"Q9CQM9","GLRX3_MOUSE","Glutaredoxin-3 OS=Mus musculus GN=Glrx3 PE=1 SV=1 - [GLRX3_MOUSE]",11,8,17,17,"unknown","Phenotype 5","unknown","unknown","Cytosol",0.881,"Cytosol","Cytosol","N","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown"
"Q9D7N3","RT09_MOUSE","28S ribosomal protein S9, mitochondrial OS=Mus musculus GN=Mrps9 PE=1 SV=3 - [RT09_MOUSE]",11,20,17,25,"unknown","Mitochondrion","unknown","Mitochondrion","Mitochondrion",1,"Mitochondrion","Mitochondrion","N","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","Mitochondrion"
"Q9D819","IPYR_MOUSE","Inorganic pyrophosphatase OS=Mus musculus GN=Ppa1 PE=1 SV=1 - [IPYR_MOUSE]",11,15,17,23,"unknown","Phenotype 5","unknown","unknown","Cytosol",0.89,"Cytosol","Cytosol","Y","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown"
"Q9JJA4","WDR12_MOUSE","Ribosome biogenesis protein WDR12 OS=Mus musculus GN=Wdr12 PE=2 SV=1 - [WDR12_MOUSE]",11,7,17,11,"unknown","unknown","unknown","unknown","Nucleus - Non-chromatin",0.784,"unknown","Nucleus - Non-chromatin","N","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown"
"Q9WV70","NOC2L_MOUSE","Nucleolar complex protein 2 homolog OS=Mus musculus GN=Noc2l PE=1 SV=2 - [NOC2L_MOUSE]",11,11,17,16,"unknown","Phenotype 2","Nucleus - Non-chromatin","Nucleus - Non-chromatin","Nucleus - Non-chromatin",1,"Nucleus - Non-chromatin","Nucleus - Non-chromatin","N","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","Nucleus - Non-chromatin"
"O54692","ZW10_MOUSE","Centromere/kinetochore protein zw10 homolog OS=Mus musculus GN=Zw10 PE=2 SV=3 - [ZW10_MOUSE]",11,14,16,22,"unknown","unknown","unknown","unknown","Endoplasmic reticulum/Golgi apparatus",0.843,"unknown","Endoplasmic reticulum/Golgi apparatus","N","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown"
"P24668","MPRD_MOUSE","Cation-dependent mannose-6-phosphate receptor OS=Mus musculus GN=M6pr PE=1 SV=1 - [MPRD_MOUSE]",11,7,16,15,"unknown","unknown","unknown","unknown","Endosome",0.261,"unknown","unknown","N","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown"
"P56183-2","RRP1_MOUSE","Isoform 2 of Ribosomal RNA processing protein 1 homolog A OS=Mus musculus GN=Rrp1 - [RRP1_MOUSE]",11,9,16,16,"unknown","Phenotype 2","Nucleus - Non-chromatin","Nucleus - Non-chromatin","Nucleus - Non-chromatin",1,"Nucleus - Non-chromatin","Nucleus - Non-chromatin","N","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","Nucleus - Non-chromatin"
"Q640M1","UT14A_MOUSE","U3 small nucleolar RNA-associated protein 14 homolog A OS=Mus musculus GN=Utp14a PE=2 SV=1 - [UT14A_MOUSE]",11,18,16,21,"unknown","Phenotype 2","Nucleus - Non-chromatin","Nucleus - Non-chromatin","Nucleus - Non-chromatin",1,"Nucleus - Non-chromatin","Nucleus - Non-chromatin","N","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","High Confidence","Nucleus - Non-chromatin"
"Q7TMR0","PCP_MOUSE","Lysosomal Pro-X carboxypeptidase OS=Mus musculus GN=Prcp PE=2 SV=2 - [PCP_MOUSE]",11,8,16,12,"unknown","Phenotype 3","Lysosome","Lysosome","Lysosome",1,"Lysosome","Lysosome","N","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","Lysosome"
"Q7TSZ8","NACC1_MOUSE","Nucleus accumbens-associated protein 1 OS=Mus musculus GN=Nacc1 PE=1 SV=1 - [NACC1_MOUSE]",11,7,16,7,"unknown","unknown","unknown","unknown","Nucleus - Chromatin",0.921,"Nucleus - Chromatin","Nucleus - Chromatin","N","unknown","unknown","unknown","unknown","unknown","Prey","Prey","unknown","unknown","unknown"
"Q8CFE2","CD027_MOUSE","UPF0609 protein C4orf27 homolog OS=Mus musculus PE=2 SV=1 - [CD027_MOUSE]",11,9,16,15,"unknown","Phenotype 1","unknown","unknown","Nucleus - Chromatin",0.918,"Nucleus - Chromatin","Nucleus - Chromatin","N","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown"
